company,label,n,min_tapeyear,max_tapeyear,words
"HARD DRIVE PRODUCTIONS, INC.",organization,54,2011,2013,4
"KILLER JOE NEVADA, LLC",organization,54,2013,2016,4
BAIT PRODUCTIONS PTY LTD.,organization,53,2013,2015,4
"MAJOR BOB MUSIC, ET AL",organization,53,1992,2011,5
"JOBETE MUSIC CO INC, ET AL",organization,53,1989,2005,6
"CRIMINAL PRODUCTIONS, INC.",organization,52,2016,2020,3
"UNIVERSAL CITY STUDI, ET AL",organization,52,1992,2006,5
JOE HAND PROMOTIONS,organization,51,1991,2020,3
"LA PRINTEX INDUSTRIES, INC.",organization,51,2007,2011,4
"UNICOLORS, INC., ET AL",organization,51,2015,2099,4
"UNIVERSAL CITY STUD, ET AL",organization,51,1993,2003,5
"CAPITOL RECORDS, INC, ET AL",organization,50,2004,2008,5
"FLYTE TYME TUNES, ET AL",organization,50,1990,2010,5
"AF HOLDINGS, LLC",organization,49,2012,2015,3
"ARISTA RECORDS, INC.",organization,49,2004,2006,3
"CAPITOL RECORDS, LLC, ET AL",organization,49,2008,2016,5
"FABRIC SELECTION, INC.",organization,48,2009,2099,3
"POPLAR OAKS, INC.",organization,48,2015,2016,3
TACORI ENTERPRISES,organization,47,2003,2020,2
ANTIK DENIM LLC,organization,47,2007,2008,3
"DESIGN BASICS, LLC",organization,47,2014,2099,3
HOME DESIGN SERVICES,organization,47,2003,2015,3
"INNOVATIVE SPORTS MANAGEMENT,",organization,47,2019,2099,3
"NEXT PLATEAU MUSIC, ET AL",organization,47,1991,1996,5
WALT DISNEY COMPANY,organization,46,1988,1998,3
COLUMBIA PICTURES INDUSTRIES I,organization,46,1994,2010,4
"LOUD RECORDS, LLC",organization,45,2005,2009,3
"VOLTAGE PICTURES, LLC",organization,45,2011,2014,3
"LIBERTY MEDIA HOLDINGS, LLC",organization,45,2010,2014,4
"MAVERICK RECORDING, ET AL",organization,45,2004,2007,4
"DISNEY ENTERPRISES, INC, ET AL",organization,45,2008,2021,5
"STOCKFOOD AMERICA, INC.",organization,44,2019,2099,3
"ELEKTRA ENTERTAINMEN, ET AL",organization,44,2004,2007,4
"VIRGIN RECORDS AMERICA, ET AL",organization,44,2007,2099,5
LA PRINTEX INDUSTRIES INC,organization,43,2005,2016,4
"U2 HOME ENTERTAINMENT, INC.",organization,43,2001,2012,4
STEPHEN KERN,person,42,1999,2005,2
SCHOLZ DESIGN INC,organization,42,1993,2011,3
ASIA ENTERTAINMENT,organization,41,1995,1999,2
"ROADS, LLC",organization,41,2013,2014,2
"MALIBU MEDIA, LLC.",organization,41,2013,2020,3
PREMIUM SPORTS INC.,organization,41,2013,2019,3
WARNER BROS INC,organization,41,1988,2008,3
"IMPULSIVE MUSIC, ET AL",organization,41,1992,2010,4
"HAMSTEIN MUSIC CO, ET AL",organization,41,1991,2003,5
UNIVERSAL CITY STUDIOS PRODUCT,organization,40,2005,2009,4
COLUMBIA PICTURES,organization,39,1988,2006,2
INGENUITY 13 LLC,organization,39,2013,2013,3
"MALIBU MEDIA, LCC",organization,39,2014,2019,3
"UNIVERSAL DYEING AND PRINTING,",organization,39,2017,2099,4
"ARISTA RECORDS, INC., ET AL",organization,39,1991,2007,5
"ZOMBA RECORDING LLC, ET AL",organization,39,2008,2011,5
"COOK PRODUCTIONS, LLC",organization,38,2017,2019,3
"IO GROUP, INC.",organization,38,2003,2012,3
"WB MUSIC CORP, ET AL",organization,38,1990,2021,5
"WINDSPORT, INC.",organization,37,1993,2000,2
NATIONAL SATELLITE,organization,36,1996,2002,2
SEAL 1,,36,1994,2008,2
AMINI INNOVATION CORPORATION,,36,2004,2018,3
"COUNTRYMAN NEVADA, LLC",,36,2014,2017,3
PHOTOGRAPHIC ILLUSTRATORS CORP,,36,2005,2018,3
BWP MEDIA USA INC,,36,2013,2015,4
"FONOVISA, INC., ET AL",,36,1998,2009,4
"SIMON J. BURCHETT PHOTOGRAPHY,",,36,2019,2099,4
"THIRD DEGREE FILMS, INC.",,36,2012,2015,4
"CAPITOL RECORDS, INC., ET AL",,36,2008,2018,5
"BWP MEDIA USA INC., ET AL",,36,2013,2019,6
"J & J SPORTS PRODUCTIONS, INC.",,36,2011,2017,6
"JITRADE, INC.",,35,2016,2020,2
FLYTE TYME TUNES,,35,1988,2008,3
MAVRIX PHOTOGRAPHS LLC,,35,2013,2020,3
"UNITED FABRICS INTERNATIONAL,",,35,2009,2020,3
"TWENTIETH CENTURY, ET AL",,35,1991,2006,4
KINGVISION PAY-PER-V,,34,1996,2001,2
MATTEL INC,,34,1990,2014,2
ACTION TAPES INC,,34,1998,2007,3
POLARIS IMAGES CORPORATION,,34,2018,2099,3
"PRIORITY RECORDS, LLC",,34,2004,2009,3
"URBAN TEXTILE, INC.",,34,2014,2018,3
"VIRGIN RECORDS AMERICA, INC",,34,2005,2008,4
"BROADCAST MUSIC INCORPO, ET AL",,34,2010,2020,5
"SONY BMG MUSIC, ET AL",,34,2005,2008,5
"VOLTAGE PICTURES, LLC, ET AL",,34,2012,2016,5
"AUTODESK, INC.",,33,1990,2019,2
CONTROVERSY MUSIC,,33,1989,2008,2
NOVELL INC,,33,1992,2004,2
"PTG NEVADA, LLC",,33,2016,2017,3
MOTOWN RECORD COMPANY LP,,33,2004,2008,4
"FOTOHAUS, LLC",,32,2017,2099,2
"LUMINENCE, LLC",,32,2016,2020,2
"LIVED IN IMAGES, INC.",,32,2014,2017,4
"HOWLIN' HITS MUSIC, ET AL",,32,1991,2001,5
PRIME ENTERTAINMENT,,31,1994,1996,2
FIGI GRAPHICS INC,,31,1991,2002,3
LOUD RECORDS LLC,,31,2004,2009,3
"BROCKMAN MUSIC, ET AL",,31,1988,2009,4
"FAMEFLYNET, INC., ET AL",,31,2015,2019,4
"WEST COAST PRODUCTIONS, INC.",,31,2011,2015,4
HULEX MUSIC,,30,1988,2008,2
PLAYBOY ENTERPRISES,,30,1992,2006,2
VBCONVERSIONS LLC,,30,2011,2020,2
"BANDANA CO., INC.",,30,2004,2017,3
ME2 PRODUCTIONS INC,,30,2017,2019,3
"FIRST TIME VIDEOS, LLC",,30,2011,2013,4
"NATIONAL PHOTO GROUP, LLC",,30,2011,2018,4
"VIRGIN RECORDS, ET AL",,30,2004,2008,4
"MALIBU MEDIA, LLC, ET AL",,30,2013,2019,5
"MOCKINGBIRD 38, LLC",,29,2021,2099,3
"HULEX MUSIC, ET AL",,29,1989,2018,4
"ALMO MUSIC CORP, ET AL",,29,1989,2005,5
"COLUMBIA PICTURES IN, ET AL",,29,1991,2006,5
"UNIVERSAL POLYGRAM INTE, ET AL",,29,2013,2099,5
"SONY MUSIC ENT INC, ET AL",,29,2000,2005,6
ME2 PRODUCTIONS,,28,2018,2021,2
"NOVELL, INC.",,28,1990,2007,2
PARAMOUNT PICTURES,,28,1991,2007,2
ADOBE SYSTEMS INC,,28,1994,2006,3
"HB PRODUCTIONS, INC.",,28,2019,2099,3
"SURVIVOR PRODUCTIONS, INC.",,28,2015,2017,3
WB MUSIC CORP.,,28,1988,2010,3
"CELL FILM HOLDINGS, LLC",,28,2016,2019,4
NATIONAL PHOTO GROUP LLC,,28,2012,2015,4
"GOLD VALUE INTERNATIONA, ET AL",,28,2011,2021,5
"NEMAN BROTHERS AND ASSOC., INC",,28,2016,2099,5
"SWALLOW TURN MUSIC, ET AL",,28,1989,2000,5
"CASS COUNTY MUSIC CO, ET AL",,28,1991,1997,6
LHF PRODUCTIONS,,27,2017,2099,2
MARISA CHRISTINA,,27,1991,1998,2
"BROADCAST MUSIC, INC.,",,27,1988,1992,3
"FREEPLAY MUSIC, LLC",,27,2014,2021,3
"JANEL RUSSELL DESIGNS, INC.",,27,2004,2011,4
QOTD FILM INVESTMENT LTD.,,27,2016,2018,4
"R&D FILM 1, LLC",,27,2013,2015,4
"CAPITOL RECORDS INC, ET AL",,27,2000,2008,5
"VARRY WHITE MUSIC, ET AL",,27,1991,2009,5
"VIRGIN RECORDS AMERI, ET AL",,27,2005,2006,5
"EMI APRIL MUSIC INC, ET AL",,27,1991,2015,6
"MOTOWN RECORD COMPANY, , ET AL",,27,2007,2010,6
BREAKING GLASS PICTURES,,26,2013,2015,3
HOME BOX OFFICE,,26,1990,2003,3
LACERTE SOFTWARE COR,,26,1997,2003,3
"HUNTER KILLER PRODUCTIONS, INC",,26,2019,2099,4
"WARNER BROS. RECORDS, INC.,",,26,2006,2008,4
"UNIVERSAL DYEING AND PR, ET AL",,26,2017,2021,6
GLADYS MUSIC,,25,1989,2008,2
"ARISTA RECORDS, LLC",,25,2005,2008,3
"CAPITOL RECORDS, INC",,25,2005,2008,3
PERFECT 10 INC,,25,2000,2014,3
"SUNLUST PICTURES, LLC",,25,2013,2013,3
"ARTHUR RUTENBERG, ET AL",,25,1993,2004,4
"CENGAGE LEARNING, INC., ET AL",,25,2011,2099,5
"DESIGN BASICS, LLC, ET AL",,25,2012,2099,5
"VIRGIN RECORDS AMER, ET AL",,25,2004,2007,5
"R & D FILM 1, LLC",,25,2013,2014,6
"CRAIGSLIST, INC.",,24,2009,2099,2
TCYK LLC,,24,2014,2014,2
NINTENDO OF AMERICA,,24,1991,2011,3
"PEARSON EDUCATION, INC.",,24,2006,2016,3
"TOP RANK, INC.",,24,1996,2003,3
"ARISTA RECORDS INC, ET AL",,24,1996,2005,5
"DESIGN BASICS LLC, ET AL",,24,2012,2099,5
"PATRICK COLLINS, INC., ET AL",,24,2012,2016,5
"SONY BMG MUSIC ENTER, ET AL",,24,2005,2007,6
ACCUSOFT CORPORATION,,23,1996,2016,2
"BACKGRID USA, INC.",,23,2019,2099,3
BNE (USA) INC,,23,2000,2005,3
CRANSTON PRINT WORKS,,23,1992,2001,3
"LHF PRODUCTIONS, INC",,23,2017,2018,3
"ME2 PRODUCTIONS, INC",,23,2017,2018,3
PURZEL VIDEO GMBH,,23,2013,2015,3
RBH ENERGY LLC,,23,2016,2020,3
UMG RECORDINGS INC.,,23,2004,2009,3
"GLADYS MUSIC, ET AL",,23,1990,2008,4
"MORGANACTIVE SONGS, ET AL",,23,1993,2006,4
"SUPERHYPE PUBLISHING, ET AL",,23,1992,1996,4
"ZOMBA ENTERPRISES, ET AL",,23,1990,2005,4
"ALMO MUSIC CORP., ET AL",,23,1991,2017,5
"CENTER CITY MUSIC, ET AL",,23,1992,2016,5
"SONY MUSIC ENTERTAINMEN, ET AL",,23,2009,2021,5
"WALT DISNEY CO., ET AL",,23,1991,1994,5
"TWENTIETH CENTURY FOX F, ET AL",,23,2008,2099,6
"VERRAGIO, LTD.",,22,2016,2099,2
ACADEMY OF MOTION,,22,1993,2004,3
BRIDGEPORT MUSIC INC,,22,1991,2012,3
COMBAT ZONE CORP.,,22,2012,2013,3
"CREATIVE PHOTOGRAPHERS, INC.",,22,2019,2099,3
"MAILBU MEDIA, LLC",,22,2013,2020,3
"OPENMIND SOLUTIONS, INC.",,22,2012,2013,3
"QUAD INT'L., INC.",,22,2013,2013,3
ROYAL PRINTEX INC,,22,2009,2017,3
WALT DISNEY CO,,22,1988,1997,3
"ENTRAL GROUP INTERNATIONAL, LL",,22,2005,2010,4
"NATIONAL FOOTBALL, ET AL",,22,1993,2001,4
REFX AUDIO SOFTWARE INC.,,22,2013,2015,4
"STONEBRIDGE MUSIC, ET AL",,22,1990,1995,4
"FRANK MUSIC CORP., ET AL",,22,1992,2012,5
"JOBETE MUSIC CO., ET AL",,22,1992,2002,5
"RAM'S HORN MUSIC, ET AL",,22,1990,1997,5
"STAR FABRICS, INC., ET AL",,22,2011,2021,5
"UNITED FABRICS INTERNAT, ET AL",,22,2009,2020,5
"WARNER BROS. ENTERTAINM, ET AL",,22,2007,2014,5
ARISTA RECORDS INC,,21,2004,2005,3
"DESIGN COLLECTION, INC.",,21,2011,2099,3
"PACIFIC STOCK, INC.",,21,2006,2018,3
"SMITH, ET AL",,21,1991,2020,3
A LA CARB INC,,21,2004,2006,4
HOME DESIGN SERVICES INC,,21,2007,2017,4
"RONALDO DESIGNER JEWELRY, INC.",,21,2013,2020,4
"CASS COUNTY MUSIC, ET AL",,21,1991,1996,5
"FATHERS & DAUGHTERS NEVADA, LL",,21,2016,2018,5
"LAFACE RECORDS LLC, ET AL",,21,2008,2009,5
"LIDO MUSIC, INC., ET AL",,21,1992,2011,5
BROCKMAN MUSIC,,20,1988,2008,2
CELESTIAL INC,,20,2012,2013,2
"CAROLINE RECORDS, INC.",,20,2004,2007,3
DESIGN BASICS LLC,,20,2011,2099,3
DISH NETWORK L.L.C.,,20,2014,2099,3
LHF PRODUCTIONS INCORPORATED,,20,2016,2017,3
SIEMENS PRODUCT LIFECYCLE MANA,,20,2012,2020,4
SONY MUSIC ENTERTAINMENT INC,,20,2004,2006,4
"SONY MUSIC, ET AL",,20,1997,2007,4
"UNICOLORS INC, ET AL",,20,2014,2018,4
UNIVERSAL CITY STUDIOS LLLP,,20,2004,2008,4
"ELOHIM EPF USA, INC., ET AL",,20,2015,2020,6
BEE CREEK PHOTOGRAPHY,,19,2018,2099,3
"CAMERON INDUSTRIES, INC.",,19,2008,2013,3
CAPITOL RECORDS INC.,,19,2005,2008,3
FRASERSIDE IP LLC,,19,2011,2013,3
"I.T. PRODUCTIONS, LLC",,19,2017,2019,3
JANEL RUSSELL DESIGN,,19,1999,2005,3
JBJ FABRICS INC.,,19,1992,1998,3
LAVA RECORDS LLC,,19,2006,2008,3
"MAVRIX PHOTO, INC.",,19,2009,2099,3
ME2 PRODUCTIONS INCORPORATED,,19,2017,2018,3
NS INTL TEXTILES,,19,2017,2019,3
"TYLOR, ET AL",,19,2013,2017,3
"FRANK BETZ ASSOCIATES, INC.",,19,2005,2018,4
"JOBETE MUSIC CO., INC.",,19,1988,2005,4
JOE HAND PROMOTIONS INC,,19,2009,2099,4
"MOTOWN RECORD COMPANY, LP",,19,2005,2008,4
"SOMERSET SONGS, ET AL",,19,1989,1995,4
ZAMBEZIA FILM (PTY.) LTD,,19,2013,2014,4
"MISS BESSIE MUSIC, ET AL",,19,1997,2009,5
"SONY MUSIC ENTERTAIN, ET AL",,19,1992,2005,5
"WARNER BROS RECORDS, ET AL",,19,2004,2008,5
"GLACIER FILMS (USA), IN, ET AL",,19,2015,2019,6
"L.A. GEM AND JEWELRY DESIGN, I",,19,2015,2099,6
ELLIS,,18,1989,2021,1
EVANS,,18,1988,2099,1
FERDMAN,,18,2017,2020,1
HUSSEY,,18,2016,2020,1
LEWIS,,18,1988,2019,1
MASI,,18,2017,2020,1
NELSON,,18,1988,2020,1
STELZER,,18,2017,2021,1
SULLIVAN,,18,1993,2099,1
EMI LATIN,,18,1998,2003,2
"FONOVISA, INC.,",,18,1998,2006,2
"GUND, INC.",,18,1989,2003,2
"HEADHUNTER, LLC",,18,2017,2019,2
"MCGIP, LLC",,18,2011,2012,2
"SHARPSHOOTERS, INC.",,18,1992,2002,2
ATLANTIC RECORDING CORP.,,18,2004,2009,3
"CAPITAL RECORDS, INC.",,18,2004,2009,3
CONCORD FABRICS INC.,,18,1992,2003,3
DC COMICS INC,,18,1990,1992,3
DON KING PRODUCTIONS,,18,1997,2005,3
"FLAVA WORKS, INC.",,18,2010,2019,3
GOES LITHOGRAPHING CO,,18,1988,1991,3
GOOD SPORTS INC,,18,2007,2011,3
"INSTITUTIONAL INVESTOR, LLC",,18,2013,2017,3
JONETTE JEWELRY CO.,,18,1993,2005,3
"MASQUERADE NOVELTY, INC.",,18,1990,1993,3
"MEDIA PRODUCTS, INC.",,18,2012,2013,3
PATRICK COLLINS INC,,18,2011,2013,3
"VMC SATELLITE, INC.",,18,2002,2006,3
"WINKY TEXTILES, INC.",,18,1992,2002,3
"BROADCAST MUSIC,INC., ET AL",,18,1990,2013,4
"GETTY IMAGES (US), INC.",,18,2007,2020,4
JOBETE MUSIC CO INC,,18,1988,2004,4
"PURE SONGS, ET AL",,18,1990,2005,4
"FABRIC SELECTION, INC., ET AL",,18,2016,2021,5
CAUSI,,17,2011,2099,1
CHAMPLIN,,17,2020,2099,1
HAYES,,17,2001,2021,1
KIM,,17,2008,2018,1
LEONARD,,17,2008,2099,1
MCGUCKEN,,17,2019,2099,1
ROGERS,,17,1993,2018,1
STEWART,,17,1994,2099,1
INGENUITY13 LLC,,17,2012,2013,2
"SYNOPSYS, INC.",,17,2013,2099,2
"ALS SCAN, INC.",,17,2000,2018,3
"KILINA AMERICA, INC.",,17,2017,2020,3
LONDON-SIRE RECORDS INC,,17,2005,2008,3
WB MUSIC CORP,,17,1988,2008,3
"DUNN & FENLEY, LLC",,17,2003,2012,4
"GLACIER FILMS (USA), INC.",,17,2015,2017,4
"MICROSOFT CORPORATION, ET AL",,17,2011,2099,4
"NEW LINE PRODUCTIONS, INC.",,17,2005,2008,4
"THE WAVE STUDIO, LLC",,17,2015,2099,4
"TURNPIKE TOM, ET AL",,17,1988,2011,4
WALT DISNEY CO INC,,17,1988,1997,4
"BADCO MUSIC INC, ET AL",,17,1992,2003,5
"L.A. PRINTEX INDUSTRIES, ET AL",,17,2010,2015,5
SONY BMG MUSIC  ENTERTAINMENT,,17,2006,2009,5
"YESH MUSIC, LLC, ET AL",,17,2016,2020,5
"NATIONAL PHOTO GROUP, L, ET AL",,17,2014,2018,6
"JOHN WILEY & SONS, INC., ET AL",,17,2007,2020,7
ALLEN,,16,2006,2020,1
BERESWILL,,16,1996,2099,1
CRAINE,,16,2018,2099,1
EDWARDS,,16,1988,2099,1
GRAHAM,,16,1989,2099,1
GREEN,,16,1989,2099,1
JENKINS,,16,1993,2099,1
PARKER,,16,1990,2020,1
PSIHOYOS,,16,1997,2016,1
RIVERA,,16,1989,2099,1
ROMANOWICZ,,16,2017,2099,1
TAYLOR,,16,2004,2017,1
VILA,,16,2020,2099,1
SABAN ENTERTAINMENT,,16,1994,1998,2
WONGAB CORPORATION,,16,2016,2020,2
DONALD A GARDNER,,16,2002,2005,3
"FALLEN PRODUCTIONS, INC.",,16,2020,2099,3
MAVRIX PHOTO INC,,16,2011,2018,3
"QUAD INT'L., INCORPORATED",,16,2013,2013,3
"ROTTEN RECORDS, INC.",,16,2016,2017,3
ACHTE/NEUNTE BOLL KINO BETEILI,,16,2011,2013,4
"CHI-BOY MUSIC, ET AL",,16,1991,2003,4
"INNOCENT BYSTANDER, ET AL",,16,1994,2010,4
"JORDAN OUTDOOR ENTERPRISES, LT",,16,2005,2014,4
"GEORGIA FILM FUND FOUR, LLC",,16,2013,2014,5
"SWEET CITY RECORDS, ET AL",,16,1988,1995,5
"MOTOWN RECORD CO LP, ET AL",,16,2004,2007,6
BLACKMER,,15,2001,2009,1
GIRLSONGS,,15,1988,2008,1
GOULD,,15,1990,2020,1
MENZEL,,15,2015,2099,1
ROSS,,15,1989,2099,1
SCHWARTZWALD,,15,2018,2099,1
SELIGER,,15,2020,2099,1
STEVENSON,,15,1989,2016,1
AUTODESK INC,,15,1991,2011,2
CAPITOL RECORDS,,15,1988,2008,2
"CULP, INC.",,15,2005,2012,2
DESIRE LLC,,15,2012,2016,2
DIRECTV INC,,15,2002,2011,2
EVENT ENTERTAINMENT,,15,1996,2000,2
GOES LITHOGRAPHING,,15,1989,2002,2
"TUFAMERICA, INC.",,15,2002,2019,2
UMG RECORDINGS,,15,2004,2009,2
DC COMICS INC.,,15,1990,1992,3
NOVELTY TEXTILE INC,,15,2011,2016,3
"RAW FILMS, LTD.",,15,2012,2013,3
STAR FABRICS INC.,,15,2011,2019,3
SUNLUST PICTURES LLC,,15,2013,2013,3
VOLTAGE PICTURES LLC,,15,2013,2014,3
"DWARF MUSIC, ET AL",,15,1991,1996,4
"FONOVISA INC, ET AL",,15,1995,2009,4
"FOURSTAR GROUP USA, INC.",,15,2007,2020,4
"SONY MUSIC ENTERTAINMENT, INC.",,15,2003,2006,4
"THE BANDANA CO., INC.",,15,2005,2099,4
WARNER BROS. RECORDS INC,,15,2005,2008,4
ACADEMY OF MOTION PICTURE ARTS,,15,2002,2014,5
"ADOBE SYSTEMS INCORPORA, ET AL",,15,2008,2019,5
"FAMOUS MUSIC CORP, ET AL",,15,1990,2003,5
"FOURTH FLOOR MUSIC, ET AL",,15,1990,2002,5
"LIVE FACE ON WEB, LLC,",,15,2009,2019,5
"BLEU DISQUE MUSIC CO, ET AL",,15,1990,2005,6
ALEXANDER,,14,1991,2099,1
BARBERA,,14,2019,2099,1
COLE,,14,1993,2019,1
FLAHERTY,,14,1993,2020,1
KLOBNOCK,,14,2007,2008,1
MASON,,14,1989,2099,1
MAYHEW,,14,1995,2009,1
PHILLIPS,,14,1998,2099,1
RENNA,,14,2017,2021,1
RUBIN,,14,1990,2020,1
STOKES,,14,2001,2099,1
STRIDIRON,,14,2017,2020,1
USA,,14,1988,2009,1
VIENT,,14,2019,2099,1
ATTACHMATE CORPORATION,,14,2007,2016,2
"IMAGELINE, INC.",,14,2000,2011,2
"JEZLAINE, LTD.",,14,1993,1997,2
"SPECTRAVEST, INC.",,14,1988,1996,2
"AUTOMATA PRODUCTIONS, INC.",,14,2015,2016,3
"BARCROFT MEDIA, LTD.",,14,2016,2018,3
BLUE NILE INC,,14,2006,2012,3
FAMOUS MUSIC CORPORATION,,14,1989,2008,3
JOBETE MUSIC CO,,14,1988,1991,3
"MAG JEWELRY CO.,INC.",,14,1997,2006,3
"MALIBU TEXTILES, INC.",,14,2008,2021,3
NOVELTY TEXTILES INC,,14,2015,2018,3
"UMG RECORDINGS, INCORPORATED",,14,2006,2008,3
"BOURNE CO, ET AL",,14,1991,2005,4
DALLAS BUYERS CLUB LLC,,14,2014,2017,4
"GALBRAITH & PAUL, INC.",,14,2006,2021,4
MITCHELL REPAIR INFORMATION CO,,14,2002,2021,4
"TIANHAI LACE USA, INC.",,14,2019,2099,4
UNIVERSAL DYEING AND PRINTING,,14,2016,2019,4
"ADOBE SYSTEMS INC, ET AL",,14,1992,2003,5
"DENJAC MUSIC COMPANY, ET AL",,14,1992,1998,5
"GONE GATOR MUSIC, ET AL",,14,1992,2010,5
"ICE NINE PUBLISHING, ET AL",,14,1991,2017,5
"JAZZ BIRD MUSIC, ET AL",,14,1989,1996,5
"LOUD RECORDS, LLC, ET AL",,14,2005,2007,5
NEMAN BROTHERS & ASSOCIATES IN,,14,2014,2015,5
RUBE P HOFFMAN COMPANY INC,,14,2004,2013,5
"STONE CITY MUSIC, ET AL",,14,1989,2009,5
"TWENTIETH CENTURY FO, ET AL",,14,1992,2005,5
"VIDEO CAFE, INC., ET AL",,14,1995,1999,5
"EMI APRIL MUSIC, INC., ET AL",,14,2008,2016,6
"FULL KEEL MUSIC CO, ET AL",,14,1992,1999,6
"FULL KEEL MUSIC CO., ET AL",,14,1993,1995,6
"UNIVERSAL CITY STUDIOS , ET AL",,14,2009,2018,6
BARI,,13,2019,2021,1
BIGELOW,,13,2017,2099,1
BOUCHAT,,13,2000,2013,1
CANNON,,13,2016,2021,1
COHEN,,13,1989,2020,1
COLLINS,,13,1995,2013,1
DAVIDSON,,13,1990,2099,1
EURO-AMERICAN,,13,1995,2003,1
GREENBERG,,13,1988,2099,1
HALL,,13,1992,2021,1
HILL,,13,1993,2019,1
KING,,13,1991,2017,1
KORMAN,,13,1997,2021,1
LANE,,13,1988,2021,1
LOPEZ,,13,2000,2019,1
MANTEL,,13,2017,2099,1
MURRAY,,13,1991,2021,1
OTTO,,13,1994,2020,1
POPE,,13,1995,2018,1
SIMON,,13,1992,2018,1
AMINI INNOVATION,,13,2003,2004,2
BODYGUARD PRODUCTIONS,,13,2019,2021,2
IMPULSIVE MUSIC,,13,1988,2007,2
IN DESIGN,,13,1988,1992,2
"LICKERISH, LTD.",,13,2019,2099,2
PRINTMAKER INT'L.,,13,1992,1999,2
SAILOR MUSIC,,13,1988,2005,2
"ADOBE SYSTEMS, INC.",,13,1997,2004,3
"BENTON, ET AL",,13,1996,2002,3
"CAPITOL RECORDS, INCORPORATED",,13,2005,2008,3
COBBLER NEVADA LLC,,13,2016,2019,3
COLT STUDIO INC,,13,2000,2003,3
DUFFY ARCHIVE LIMITED,,13,2019,2099,3
FANTASY DIAMOND CORP,,13,1993,1998,3
"FRACTIONAL VILLAS, INC.",,13,2009,2012,3
INTERNATIONAL DIAMOND IMPORTER,,13,2015,2020,3
"JONES, ET AL",,13,1992,2099,3
KINGVISION PAY PER,,13,1998,1999,3
LAFACE RECORDS LLC,,13,2007,2009,3
"LONDON-SIRE RECORDS, INC.",,13,2005,2007,3
"MJD MARKETING, INC.",,13,2005,2015,3
"NU IMAGE, INC.",,13,2011,2017,3
"ROYAL PRINTEX, INC.",,13,2014,2019,3
SOUTH GATE ENTERTAINMENT,,13,1991,1998,3
TOHO CO LTD,,13,1993,2008,3
U2 HOME ENTERTAINMEN,,13,1998,2004,3
"UMG RECORDING, INC.",,13,2004,2010,3
UNITED FEATURE SYNDICATE,,13,1988,1991,3
VAN HALEN MUSIC,,13,1988,2002,3
"WHITE, ET AL",,13,1999,2020,3
"BARRY KIESELSTEIN, ET AL",,13,1994,1998,4
"BUNGALOW MUSIC, ET AL",,13,1993,1997,4
C AND SM INTL,,13,2017,2020,4
HUMPHREYS & PARTNERS ARCHITECT,,13,2002,2099,4
"SONY BMG MUSIC ENTERTAINMENT,",,13,2005,2008,4
"ADOBE SYSTEMS, INC., ET AL",,13,1993,2002,5
"BADCO MUSIC, INC., ET AL",,13,1991,2006,5
"CAPITOL RECORDS INC., ET AL",,13,2005,2010,5
"COSTAR GROUP, INC., ET AL",,13,2001,2099,5
"FAMOUS MUSIC CORP., ET AL",,13,1992,2005,5
"MCGRAW-HILL GLOBAL EDUC, ET AL",,13,2015,2020,5
"MOTOWN RECORD COMPAN, ET AL",,13,2005,2006,5
NORTH JERSEY MEDIA GROUP INC.,,13,2013,2017,5
"PARAMOUNT PICTURES CORP, ET AL",,13,2007,2021,5
"TALLYRAND MUSIC INC, ET AL",,13,1991,1995,5
"U2 HOME ENTERTAINMEN, ET AL",,13,1997,2003,5
BAUMANN,,12,2004,2006,1
BERRY,,12,1997,2015,1
COPPOLA,,12,2004,2014,1
CROOK,,12,2007,2011,1
EMRIT,,12,2016,2020,1
GEERDS,,12,2010,2099,1
GEORGE,,12,1989,2020,1
GUTMAN,,12,2017,2099,1
HOWARD,,12,1988,2099,1
KEATLEY,,12,2017,2099,1
KINGVISION,,12,1996,2002,1
KWOK,,12,2014,2018,1
LOOMIS,,12,1995,2006,1
RAMALES,,12,2019,2099,1
REID,,12,1989,2020,1
SATTERWHITE,,12,2018,2099,1
SCHWARTZ,,12,1988,2099,1
SINCLAIR,,12,1988,2020,1
TIDWELL,,12,2010,2014,1
TOTIN,,12,2017,2099,1
WEXLER,,12,2018,2099,1
COMPUTER ASSOCIATES,,12,1989,2005,2
ENKEBOLL CO,,12,1999,2012,2
LEEGIN CREATIVE,,12,1995,2006,2
M.L.E. MUSIC,,12,2002,2009,2
"MALACO, INC.",,12,2003,2005,2
MIRAGE STUDIOS,,12,1990,2004,2
OROAMERICA INC,,12,1998,2002,2
SYMANTEC CORPORATION,,12,1997,2009,2
TWENTIETH CENTURY,,12,1990,2006,2
ABSOLUTE TEXTILE INC,,12,2005,2008,3
"ACTION TAPES, INC",,12,2005,2006,3
"APL MICROSCOPIC, LLC",,12,2017,2099,3
ATLANTIC RECORDING CORP,,12,1993,2007,3
"BODYGUARD PRODUCTIONS, INC",,12,2018,2019,3
"BOY RACER, INC.",,12,2011,2013,3
"CARIBBEAN BLUES, INC.",,12,2009,2010,3
"CARMEL CAPITAL, LLC",,12,2020,2099,3
CHROME HEARTS INC,,12,1996,2002,3
GONE GATOR MUSIC,,12,2002,2008,3
"HILL, ET AL",,12,1996,2020,3
IO GROUP INC.,,12,2003,2011,3
JAMES AVERY CRAFTS,,12,1988,1997,3
